2.001953;1.001953;
2.001953;1.001953;
0.001953;1.001953;
3.998047;0.998047;
1.001953;2.001953;
0.001953;2.001953;
1.998047;1.998047;
0.501953;2.501953;
2.998047;-0.001953;
2.998047;0.998047;
3.001953;-0.998047;
1.501953;2.501953;
3.001953;2.001953;
2.001953;2.001953;
3.998047;1.998047;
3.501953;2.501953;
3.498047;0.498047;
3.001953;2.501953;
1.001953;0.001953;
1.001953;-0.998047;
2.498047;-0.501953;
3.251953;2.251953;
3.251953;2.001953;
2.498047;-0.001953;
2.494141;0.572266;
1.060547;0.568359;
0.744141;0.310547;
1.689453;0.255859;
0.783203;0.537109;
3.126953;2.126953;
2.501953;1.501953;
2.681641;2.923828;
2.755859;2.427734;
2.537109;2.158203;
3.998047;0.498047;
3.001953;0.501953;
3.748047;0.248047;
3.248047;0.248047;
2.787109;2.123047;
1.998047;2.498047;
2.916016;2.654297;
3.501953;0.251953;
3.248047;2.498047;
0.814453;0.916016;
0.732422;0.802734;
1.076172;0.947266;
0.986328;0.775391;
0.513672;0.900391;
2.939453;2.541016;
1.224609;1.818359;
1.205078;1.041016;
1.541016;1.705078;
1.400391;1.330078;
1.400391;1.830078;
1.298828;1.615234;
1.064453;1.611328;
3.626953;0.376953;
0.833984;0.751953;
1.896484;1.541016;
3.376953;2.376953;
0.923828;0.193359;
3.267578;0.837891;
0.919922;0.841797;
3.408203;1.466797;
3.466797;1.998047;
3.501953;1.033203;
3.767578;1.294922;
3.732422;1.705078;
3.560547;1.294922;
2.958984;2.294922;
3.544922;1.810547;
3.623047;0.498047;
1.681641;1.951172;
3.224609;1.126953;
3.677734;1.412109;
3.708984;1.341797;
3.208984;2.998047;
3.501953;-0.498047;
0.501953;-0.498047;
3.998047;-0.501953;
1.927734;-0.470703;
1.255859;-0.208984;
0.974609;0.408203;
1.810547;-0.017578;
1.236328;-0.462891;
3.939453;2.529297;
0.001953;-0.498047;
0.115234;0.275391;
0.603516;0.654297;
0.748047;0.166016;
2.603516;0.630859;
0.759766;0.337891;
0.681641;0.908203;
0.900391;0.658203;
0.806641;0.685547;
0.841797;0.833984;
2.072266;2.744141;
2.498047;1.998047;
2.751953;1.751953;
2.751953;1.501953;
2.876953;1.626953;
0.998047;2.498047;
1.001953;2.501953;
2.462891;2.341797;
1.251953;2.751953;
2.494141;2.638672;
2.248047;1.748047;
2.498047;1.748047;
2.119141;2.287109;
1.740234;1.771484;
3.376953;2.251953;
3.947266;1.255859;
2.919922;2.232422;
3.068359;2.361328;
2.806641;2.595703;
2.685547;2.509766;
2.513672;2.658203;
1.056641;1.974609;
2.904297;2.505859;
0.888672;0.873047;
3.560547;0.435547;
3.216797;1.677734;
2.162109;2.771484;
2.033203;2.982422;
2.865234;1.927734;
2.646484;1.779297;
3.728516;1.482422;
2.275391;-0.833984;
2.841797;2.962891;
1.458984;1.708984;
1.333984;1.724609;
1.498047;2.748047;
3.388672;2.123047;
3.365234;2.005859;
3.380859;2.240234;
0.919922;0.861328;
1.783203;-0.798828;
2.798828;2.701172;
3.455078;2.169922;
0.626953;0.689453;
3.701172;0.759766;
3.736328;0.931641;
3.619141;0.814453;
3.623047;0.755859;
3.564453;0.958984;
3.677734;0.841797;
3.646484;0.544922;
3.537109;0.681641;
3.521484;0.587891;
3.642578;0.685547;
3.638672;0.783203;
3.576172;0.517578;
2.970703;1.853516;
3.638672;1.283203;
3.498047;0.248047;
3.373047;0.373047;
3.001953;0.251953;
1.775391;1.923828;
1.880859;1.962891;
1.955078;1.900391;
3.857422;1.419922;
2.373047;2.037109;
2.419922;1.580078;
3.572266;1.587891;
3.822266;0.787109;
0.599609;0.810547;
3.587891;0.689453;
3.744141;0.646484;
0.900391;0.849609;
1.818359;1.947266;
3.314453;2.181641;
3.314453;2.314453;
3.638672;0.873047;
2.669922;1.720703;
2.525391;1.681641;
2.693359;1.599609;
2.638672;1.548828;
1.576172;-0.595703;
0.669922;0.521484;
1.283203;0.029297;
3.955078;1.638672;
3.501953;0.439453;
3.708984;1.404297;
3.248047;2.603516;
1.126953;0.345703;
1.013672;0.142578;
1.138672;0.080078;
1.158203;0.232422;
3.650391;0.744141;
2.607422;1.662109;
1.638672;1.935547;
1.884766;1.978516;
0.763672;0.486328;
3.740234;1.361328;
3.658203;1.482422;
0.849609;0.869141;
3.427734;2.162109;
3.642578;0.916016;
3.701172;0.923828;
0.748047;0.970703;
1.751953;2.751953;
1.748047;2.248047;
0.748047;2.248047;
1.251953;2.251953;
1.751953;2.001953;
1.248047;2.498047;
3.224609;1.880859;
2.001953;1.751953;
3.333984;1.544922;
1.876953;2.126953;
1.376953;2.376953;
3.306641;0.537109;
1.998047;2.748047;
1.748047;2.498047;
0.751953;2.001953;
1.251953;2.001953;
3.205078;1.388672;
3.341797;1.029297;
3.212891;0.943359;
2.169922;2.232422;
3.373047;0.123047;
3.123047;0.123047;
2.669922;1.943359;
2.126953;1.876953;
3.005859;1.822266;
3.052734;1.583984;
2.294922;2.494141;
2.115234;2.583984;
3.248047;2.123047;
3.021484;1.958984;
2.837891;1.806641;
0.873047;0.599609;
0.857422;0.541016;
0.869141;0.716797;
1.880859;2.904297;
3.169922;0.634766;
2.806641;1.958984;
3.162109;1.958984;
2.017578;2.185547;
3.326172;1.279297;
3.251953;0.126953;
3.248047;0.123047;
0.826172;0.505859;
1.603516;2.123047;
1.501953;2.751953;
1.873047;2.623047;
1.873047;2.748047;
1.810547;2.685547;
1.814453;2.626953;
1.873047;2.373047;
1.388672;2.123047;
0.876953;2.126953;
1.126953;2.126953;
3.021484;1.111328;
3.431641;1.162109;
2.814453;2.232422;
3.080078;0.865234;
3.013672;0.884766;
3.185547;0.060547;
3.248047;0.064453;
3.189453;2.189453;
2.123047;1.998047;
3.310547;0.044922;
3.087891;0.810547;
3.095703;0.798828;
2.791016;2.173828;
0.853516;0.513672;
0.759766;0.576172;
0.787109;0.611328;
1.330078;1.958984;
0.783203;0.873047;
0.833984;0.595703;
3.080078;0.818359;
2.248047;2.134766;
3.251953;1.931641;
3.326172;1.986328;
2.373047;1.873047;
2.361328;1.759766;
3.716797;1.583984;
1.615234;2.361328;
3.435547;1.720703;
1.416016;1.630859;
3.658203;0.876953;
3.513672;0.541016;
3.533203;0.783203;
3.669922;0.908203;
3.302734;1.166016;
3.318359;1.095703;
2.732422;1.662109;
2.744141;1.638672;
2.736328;1.568359;
3.251953;1.099609;
2.228516;2.228516;
1.275391;1.681641;
1.279297;1.615234;
2.611328;2.314453;
2.724609;1.603516;
2.876953;1.501953;
2.873047;1.748047;
3.494141;0.119141;
3.087891;0.775391;
1.294922;1.587891;
2.212891;2.353516;
2.712891;1.943359;
2.380859;2.892578;
2.794922;2.224609;
3.673828;1.142578;
3.708984;1.021484;
3.701172;1.115234;
3.642578;1.111328;
3.693359;1.072266;
3.744141;1.037109;
3.724609;1.095703;
3.712891;1.041016;
3.724609;1.072266;
3.611328;1.056641;
3.650391;1.001953;
3.669922;1.056641;
3.689453;1.048828;
3.716797;1.091797;
3.572266;1.244141;
